,EquipmentID,SurveyDate,AreaName,AreaID,Route,EquipmentName,AnalysisDate,FaultStatus,FaultName,Comment,Location,Analyst
280,02CEXP101,2020-01-29 23:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02CEXP101 PPE EXTRACTION 02CEXP101,2020-01-30 19:58:53,2. NO INTERVENTION REQUIRED,Electrical problem,"Sur le moteur, on retrouve principalement des fréquences de type électrique modulé à 100hz pouvant traduire un défaut de pied bancal ou d'entrefer inégal. Les amplitudes sont acceptables, évolution à suivre normalement.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LA PLANNING",Moteur,Laurent/44701
281,02CEXP301,2020-01-29 23:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02CEXP301 PPE EXTRACTION 02CEXP301,2020-01-30 20:01:49,2. NO INTERVENTION REQUIRED,Electrical problem,"Sur le moteur, on retrouve principalement des fréquences de type électrique modulé à 100hz pouvant traduire un défaut de pied bancal ou d'entrefer inégal. Les amplitudes sont acceptables, évolution à suivre normalement.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LA PLANNING",Moteur,Laurent/44701
282,02APHP201,2020-01-29 23:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02APHP201 LIGNE APH 02APHP201 1MOIS,2020-01-30 20:12:27,2. NO INTERVENTION REQUIRED,Cavitation,"Présence d'impacts et de frottement sur les mesures de la pompe, variable en fonction de la chargeLes amplitudes restent acceptables, évolution à suivre attentivement.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING.",Pompe,Laurent/44701
283,9TPFCMP001,2020-01-29 23:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP001 CMP GAZ COK 09TPFCMP001 1MOI,2020-01-30 20:28:49,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Information non synchrone visible sur le moteur CA provenant du roulement (bague externe), les amplitudes sont faibles et admissibles.
Sur le palier du compresseur, on retrouve également à 6,7ordres pouvant provenir du roulement, pouvez vous nous communiquer le type de rouleemnt svp ?

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Moteur côté accouplé,Laurent/44701
284,9TPFCMP002,2020-01-29 23:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP002 CMP GAZ COK 09TPFCMP002 1MOI,2020-01-30 20:39:07,2. NO INTERVENTION REQUIRED,Looseness,"Présence d'information synchrone visible sur les paliers du compresseur gaz traduisant la présence d'un jeu rotatif, les niveaux sont stables et acceptables.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Compresseur,Laurent/44701
285,1TTAFAN301,2020-01-29 23:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,1TTAFAN301 VTL AIR BARRAGE 01TTAFAN301,2020-01-30 20:43:32,2. NO INTERVENTION REQUIRED,Imbalance,"On retrouve principalement un pic àla fréquence de rotation traduisant un déséquilibre (7mm/s) . Les amplitudes sont admissinles, évolution à suivre.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Ventilateur,Laurent/44701
286,02CRFP501,2020-01-29 23:00:00,STATION DE POMPAGE 1MOIS-3MOIS,PPE,STATION DE POMPAGE 1MOIS-3MOIS,02CRFP501 PPE EAU MER 02CRFP501  1MOIS,2020-01-30 21:02:38,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Nous observons sur le moteur des fréquences asynchrones (13,36 ordres) liées à un défaut de bague externe du roulement côté accouplé. 
Sur la pompe, nous relevons des informations à 5 fois la vitesse de rotation liées aux nombres d'aubes de la roue. 

Les niveaux ne sont pas excessifs mais on remarque une évolution lente de la dégradation, il serait judicieux de remplacer le roulement lors de la maintenance pompe de Juin 2020

PAS D'ACTION REQUISE POUR LE MOMENT",Moteur côté accouplé,Laurent/44701
287,09SDAMO102,2020-01-29 23:00:00,UTILITE,UTIL,UTILITE,09SDAMO102 GO5 DEMINEE 09 SDA MO102,2020-01-31 15:40:55,2. NO INTERVENTION REQUIRED,Misalignment,"Présence des harmoniques 1 et 2 visible autour de l'accoupelemnt provenant d'un léger défaut de lignage, les amplitudes ne sont pas hautes, évolution à suivre.

PAS D'ACTION REQUISE - EVOLUTION A SUIVRE SELON LE PLANNING",Moteur,Laurent/44701
288,02CRFP501,2020-02-19 23:00:00,STATION DE POMPAGE 1MOIS-3MOIS,PPE,STATION DE POMPAGE 1MOIS-3MOIS,02CRFP501 PPE EAU MER 02CRFP501  1MOIS,2020-02-20 13:34:22,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Nous observons sur le moteur des fréquences asynchrones (13,36 ordres) liées à un défaut de bague externe du roulement côté accouplé. 
Sur la pompe, nous relevons des informations à 5 fois la vitesse de rotation liées aux nombres d'aubes de la roue. 

Les niveaux ne sont pas excessifs et restent stable pour le moment, pas de problème de lubrification, évolution à suivre normalement.

PAS D'ACTION REQUISE POUR LE MOMENT",Moteur côté accouplé,Laurent/44701
289,9TPFCMP001,2020-02-19 23:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP001 CMP GAZ COK 09TPFCMP001 1MOI,2020-02-20 14:12:16,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"nformation non synchrone visible sur le moteur CA provenant du roulement (bague externe), les amplitudes sont faibles et admissibles.
Sur le palier du compresseur, on retrouve également à 6,7ordres pouvant provenir du roulement, pouvez vous nous communiquer le type de roulement svp ?

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Compresseur,Laurent/44701
290,9TPFCMP002,2020-02-19 23:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP002 CMP GAZ COK 09TPFCMP002 1MOI,2020-02-20 14:20:29,2. NO INTERVENTION REQUIRED,Looseness,"Présence d'information synchrone visible sur les paliers du compresseur gaz traduisant la présence d'un jeu rotatif, les niveaux sont stables et acceptables.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Compresseur,Laurent/44701
291,09SDAMO202,2020-07-20 22:00:00,UTILITE,UTIL,UTILITE,09SDAMO202 GO5 DEMINEE 09 SDA MO202,2020-07-22 17:33:45,2. NO INTERVENTION REQUIRED,Other,"Nous observons sur la pompe des fréquences asynchrones synonymes de défaut de roulement. Les amplitudes augmentent mais restent encore dans le seuil d'acceptabilité. Les harmoniques synchrones en haute fréquence augmentent également traduisant un défaut de jeu en évolution. 

Roulement et jeu naissant. Suivre l'évolution lors de la prochaine mesure.",Pompe,HL/44534
292,1TTAFAN202,2020-07-20 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,1TTAFAN202 MOTEUR DU VIRAGE 01TTAFAN202,2020-07-22 17:48:35,2. NO INTERVENTION REQUIRED,Gear problem,"Sur le réducteur, on retrouve principalement des fréquences d'engrènement présumées, les amplitudes sont stables dans le temps et sont faibles.

Roulements - ok
Jeu - ok
Lubrification - ok

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Réducteur,HL/44534
293,01CEXP101,2020-07-20 22:00:00,TRANCHE 1 TV1-TG1 - 3 MOIS,TR 1,TRANCHE 1 TV1-TG1 - 3 MOIS,01CEXP101 PPE EXTRACTION 01CEXP101,2020-07-22 18:56:32,2. NO INTERVENTION REQUIRED,Electrical problem,"Nous observons sur le moteur une augmentation des fréquences d'origine électrique. Les amplitudes restent faibles. 

Fréquences électriques. Pas d'action requise. ",Moteur,HL/44534
294,01CTAP201,2020-07-20 22:00:00,TRANCHE 1 TV1-TG1 - 3 MOIS,TR 1,TRANCHE 1 TV1-TG1 - 3 MOIS,01CTAP201 TRANCHE 1 01CTAP201,2020-07-25 09:06:56,2. NO INTERVENTION REQUIRED,Coupling problem,"Nous relevons un défaut de lignage sur l'équipement. Compte tenu des fixations et de la nature de l'équipement, les amplitudes vibratoires ne sont pas alarmantes. L'évolution du défaut reste stable et ne requière pas d'intervention. 

Défaut naissant de lignage. Pas d'action requise. ",,tk/400
295,02CEXP101,2020-07-20 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02CEXP101 PPE EXTRACTION 02CEXP101,2020-07-25 09:22:07,2. NO INTERVENTION REQUIRED,Electrical problem,"Nous relevons des fréquences électriques dont les amplitudes restent encore acceptabes. Nous ne recommandons pas d'intervention. 

Fréquences d'origine électrique. Pas d'action requise. Equipement à suivre selon planning.  ",Moteur,tk/400
296,2TTAFAN302,2020-08-10 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,2TTAFAN302 VTL AIR BARRAGE 02TTAFAN302,2020-08-12 11:34:51,2. NO INTERVENTION REQUIRED,Imbalance,"Nous relevons sur l'équipement des amplitudes vibratoires à la fréquence de rotation à 7 mm/s RMS indiquant un déséquilibre. Compte tenu de la spécifité de ces équipements, à ce stade, aucune action n'est requise. 

Déséquilibre encore acceptable. Aucune action requise. ",,HL/44538
297,02CVIP101,2020-07-20 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02CVIP101 PPE ANNEAULIQ 02CVIP101 1MOI,2020-08-12 11:52:12,2. NO INTERVENTION REQUIRED,Vane pass frequency,"Nous relevons sur la pompe une unique fréquence à 16Hz, signature du passages des aubes. L'évolution depuis Octobre 2019 n'est pas notable. Le comportement vibratoire de l'équipement est dans l'ensemble sain.

Fréquence passage d'aube. Amplitudes vibratoires acceptables. Pas d'action requise. ",Pompe,HL/44538
298,02CVIP201,2020-08-10 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02CVIP201 PPE ANNEAULIQ 02CVIP201 1MOI,2020-08-12 12:02:53,2. NO INTERVENTION REQUIRED,Vane pass frequency,"Fréquence de passage d'aube relevées, classique, faible et sans évolution. Aucune action requise à ce stade. ",Pompe,HL/44538
299,02APHP101,2020-08-10 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02APHP101 LIGNE  APH 02APHP101 1MOIS,2020-08-12 12:52:43,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,Ligne à l'arrêt. Nous relevons sur le moteur côté non accouplé un défaut de roulement naissant. Les amplitudes sont encore très faibles. Aucune action requise. ,Moteur,HL/44538
300,01CRFP501,2020-08-10 22:00:00,STATION DE POMPAGE 1MOIS-3MOIS,PPE,STATION DE POMPAGE 1MOIS-3MOIS,01CRFP501 PPE EAU MER 01CRFP501  1MOIS,2020-08-12 13:35:42,2. NO INTERVENTION REQUIRED,Vane pass frequency,"Nous ne relevons pas de défauts, ni d'évolution particulière sur l'équipement, ormis une fréquence de passage d'aubes à 5 ordres. 

Pas d'action requise. A suivre selon planning.",Pompe,HL/44538
301,02CRFP501,2020-08-10 22:00:00,STATION DE POMPAGE 1MOIS-3MOIS,PPE,STATION DE POMPAGE 1MOIS-3MOIS,02CRFP501 PPE EAU MER 02CRFP501  1MOIS,2020-08-12 14:18:32,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Nous relevons sur le moteur côté accouplement un défaut de roulement encore au stade naissant. 

Défaut de roulement naissant. Aucune action à prévoir. ",Moteur côté accouplement,HL/44538
302,9TPFCMP002,2020-08-10 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP002 CMP GAZ COK 09TPFCMP002 1MOI,2020-08-12 14:28:13,2. NO INTERVENTION REQUIRED,Structural problem / resonance,"Nous relevons une augmentation des premières harmoniques de la fréquence de rotation indiquant un défaut de jeu structurel. En cas d'augmentation, une intervention doit être recommandée. A ce stade, les amplitudes ne justifient pas d'intervention. 

Jeu structurel naissant. Pas d'action requise. ",Palier ventilateur côté opposé accouplement,HL/44538
303,02ADGP101,2018-05-10 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02ADGP101 PPE EVAPORATEUR 02ADGP101,2018-05-11 12:38:07,3. ATTENTIVE FOLLOW UP,Bearing - Outer/Inner race,"Sur le moteur côté accouplé, présence de pics non synchrone (5,6 ordres) provenant du roulement (bague externe NU317) au stade naissant. Les amplitudes sont encore admissibles, évolution à suivre avec attention.

ATTENTION SUGGEREE",Moteur côté Accouplé,Laurent/44701
304,1TTAFAN201,2018-05-10 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,1TTAFAN201 VTL COMBUSTION 01TTAFAN201,2018-05-11 13:20:45,3. ATTENTIVE FOLLOW UP,Misalignment,"On retrouve les harmonqiues 1 & 2 de la fréquence de rotation autour de l'accouplement traduiant un délignage parallèle de celui. Les ampliutdes ne sont pas excessives mais à suivre lors de  la prochaine campagne (vitesse de rotation 750tr/min).On retrouve également les fréquence de type électrique sur le moteur, pas d'anomalie significative.
Sur le palier du ventiateur, on retrouvre des fréquence non synchrones provenant du roulement, les amplitudes sont faibles.

ATTENTION SUGGEREE",Moteur,Laurent/44701
305,1TTAFAN202,2018-05-10 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,1TTAFAN202 MOTEUR DU VIRAGE 01TTAFAN202,2018-05-15 10:42:58,3. ATTENTIVE FOLLOW UP,Structural problem / resonance,"On retrouve principalement un pic à la fréquence de rotation du moteur (7mm/s) traduisant un déséquilibre. Une amplification structurelle est fort probable vu le montage du moteur en porte à faux. pas d'anomalie significative relevé.
Pour analyse précise , merci de nous communqiuer la pignonerie/roulmeent présent dans le réducteur.

ATTENTION SUGGEREE",Moteur,Laurent/44701
306,9TPFCMP002,2018-06-06 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP002 CMP GAZ COK 09TPFCMP002 1MOI,2018-06-08 06:08:00,3. ATTENTIVE FOLLOW UP,Looseness,"Présence d'harmonqiues de la fréquence de rotation visible sur le palier du compresseur côté accouplé tradusiant du jeu (jeu interne rlmt ou rlmt :logement). les amplitudes sont satbles et admissibles, évolution à suivre avec attention.

ATTENTION SUGGEREE",Ventilateur Côté Opposé Accouplement,HL/44534
307,02CVIP201,2018-06-06 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02CVIP201 PPE ANNEAULIQ 02CVIP201 1MOI,2018-06-08 08:09:10,3. ATTENTIVE FOLLOW UP,Lubrication problem,"Toujours présence de bruit de fond/ décollement spectral sur la mesure haute fréquence du palier de la pompe côté opposé accouplement pouvant être associé à la lubrification. Avez vous réaliser un appoint comme demandé en Mai 2018 ? Niveaux stable, à suivre avec attention.

ATTENTION SUGGEREE",Pompe Côté Opposé Accouplement,HL/44534
308,02ADGP101,2018-06-06 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02ADGP101 PPE EVAPORATEUR 02ADGP101,2018-06-08 08:11:56,3. ATTENTIVE FOLLOW UP,Bearing - Outer/Inner race,"Sur le moteur côté accouplé, présence de pics non synchrone (5,6 ordres) provenant du roulement (bague externe NU317). Les amplitudes vibratoires et le niveau d'impact sont en hausse, évolution à suivre avec attention.

ATTENTION SUGGEREE",Moteur côté Accouplé,HL/44534
309,02APHP201,2018-06-06 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02APHP201 LIGNE APH 02APHP201 1MOIS,2018-06-08 08:22:17,3. ATTENTIVE FOLLOW UP,Looseness,"Apparition de  pics synchornes sur la mesure Peakvue de la pompe côté accoupé traduisant un léger jeu (jeu interne rlmt ou rlmt/logement). Les amplitudes sont en hausses mais restent admissibles, évolution à suivre avec attention dans 1mois.

ATTENTION SUGGEREE",Pompe Côté Accouplé,HL/44534
310,02ADGP101,2018-07-08 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02ADGP101 PPE EVAPORATEUR 02ADGP101,2018-07-09 13:45:41,3. ATTENTIVE FOLLOW UP,Bearing - Outer/Inner race,"Sur le moteur côté accouplé, présence de pics non synchrone (5,6 ordres) provenant du roulement (bague externe NU317). Les amplitudes vibratoires et le niveau d'impact sont en hausse, évolution à suivre avec attention.

ATTENTION SUGGEREE",Moteur côté accouplé,Laurent/44701
311,1TTAFAN301,2018-08-05 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,1TTAFAN301 VTL AIR BARRAGE 01TTAFAN301,2018-08-06 12:38:10,3. ATTENTIVE FOLLOW UP,Imbalance,"Toujours présence d'un déséquilibre visible sur le moteur du ventilateur, ampltudes assez hautes (20mm/s), avec amplifcation strucutrelle.
L'équilibrage n'a pas permis defaire baisser les valeurs (turbine sale et corrodé).
On retrouve des harmoniques et demi harmonique de la fréquence de rotation traduisant de jeu au niveau des roulements moteur, à suivre avec attention.
Si le remplacement des ventilateurs prendra du temps, un nettoyage/remplacement de la turbine est consseillé.

ATTENTION SUGGEREE",Moteur,UserID 10040/0
312,02ADGP301,2018-05-10 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02ADGP301 PPE EVAPORATEUR 02ADGP301,2018-05-15 12:28:29,3. ATTENTIVE FOLLOW UP,Looseness,"Présence de quelques multiples de la fréquence de roation traduisant un jeu rotatif (jeu entre une partie fixe et une partie mobile) au niveau de l'accouplement. Les amplitudes ne sont pas  excessives, évolution à suivre.

SUIVI PERIODIQUE",Moteur,Laurent/44701
313,2TTAFAN202,2018-05-10 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,2TTAFAN202 MOTEUR DU VIRAGE 02TTAFAN202,2018-05-15 10:52:49,3. ATTENTIVE FOLLOW UP,Structural problem / resonance,"On retrouve principalement un pic à la fréquence de rotation du moteur (7mm/s) traduisant un déséquilibre. Une amplification structurelle est fort probable vu le montage du moteur en porte à faux. pas d'anomalie significative relevé.
Pour analyse précise , merci de nous communqiuer la pignonerie/roulement présent dans le réducteur.

ATTENTION SUGGEREE",Moteur,Laurent/44701
314,9TPFCMP001,2018-05-10 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP001 CMP GAZ COK 09TPFCMP001 1MOI,2018-05-15 11:01:39,3. ATTENTIVE FOLLOW UP,Bearing - Outer/Inner race,"Présence d'information non synchrone visible sur le palier côté accouplé du compresseur gaz provenant probablement d'un défaut de roulement. Les niveaux sont admissibles et les roulement en ""test"", nous suivrons l'évolution lors de la prochaine campagne.
Pouvez vous nous communiquer le type de roulement afin de confirmer le diagnostic svp.

ATTENTION SUGGEREE",Ventilateur Côté Accouplement,Laurent/44701
315,9TPFCMP002,2018-05-10 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP002 CMP GAZ COK 09TPFCMP002 1MOI,2018-05-15 11:06:22,3. ATTENTIVE FOLLOW UP,Looseness,"Présence d'harmonqiues de la fréquence de rotation visible sur le palier du compresseur côté accouplé tradusiant du jeu (jeu interne rlmt ou rlmt :logement). les amplitudes sont admissibles, évolution à suivre avec attention.

ATTENTION SUGGEREE",Ventilateur Côté Accouplement,Laurent/44701
316,9TPFCMP001,2018-05-10 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP001 CMP GAZ COK 09TPFCMP001 1MOI,2018-05-15 11:10:00,3. ATTENTIVE FOLLOW UP,Misalignment,"Présence des harmonqiues de la fréquence de retotation autour de l'accouplement traduisant du jeu (jeu accouplemnt) et également un défaut d'alignement, bien visible en axial. les amplitudes sont admissibles, évolution à suivre avec attention.

ATTENTION SUGGEREE",Moteur,Laurent/44701
317,01CVIP201,2018-05-10 22:00:00,TRANCHE 1 TV1-TG1 - 3 MOIS,TR 1,TRANCHE 1 TV1-TG1 - 3 MOIS,01CVIP201 PPE ANNEAULIQ 01CVIP201 1MOI,2018-05-15 12:02:48,3. ATTENTIVE FOLLOW UP,Misalignment,"Présence de  multiple de la fréquence de rotation (1 & 2x) visible sur le moteur côté accouplé provenant d'un délignage de type parallèle. Les amplitudes ne sont pas excessives mais la vitesse de rotation n'est pas élevé (500 tr/min), évolution à suivre lors de la prochaine campagne.

ATTENTION SUGGEREE",Moteur,Laurent/44701
318,02ADGP101,2018-08-05 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02ADGP101 PPE EVAPORATEUR 02ADGP101,2018-08-07 08:30:17,3. ATTENTIVE FOLLOW UP,Bearing - Outer/Inner race,"Sur le moteur côté accouplé, présence de pics non synchrone (5,6 ordres) provenant du roulement (bague externe NU317). Les amplitudes vibratoires et le niveau d'impact sont en hausse, évolution à suivre avec attention.

ATTENTION SUGGEREE",Moteur côté accouplé,UserID 10040/0
319,9TPFCMP001,2019-03-26 23:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP001 CMP GAZ COK 09TPFCMP001 1MOI,2019-03-27 14:39:22,3. ATTENTIVE FOLLOW UP,Other,"Présence d'information non synchrone visible sur le palier côté accouplé du compresseur gaz provenant probablement d'un défaut de roulement. Nous observons également des informations synchrones à la vitesse de rotation du compresseur traduisant la présence d'un jeu rotatif. Les niveaux sont important mais restent admissibles. Pour information, les niveaux varient en fonction de la vitesse de rotation et de la charge, l'évolution des défauts est à suivre attentivement (suivi mensuel).

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Compresseur CA,Administrator/44538
320,09SEBMO501,2019-03-26 23:00:00,UTILITE,UTIL,UTILITE,09SEBMO501 G05 DEMINEE  09 SEB MO 501,2019-03-27 15:05:53,3. ATTENTIVE FOLLOW UP,Other,"Nous observons des fréquences non synchrones traduisant probablement des défauts de roulements sur le moteur et sur la pompe, les amplitudes sont acceptables et ne necessitent pas d'action à court terme.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Moteur,Administrator/44538
321,01CRFP501,2019-05-12 22:00:00,STATION DE POMPAGE 1MOIS-3MOIS,PPE,STATION DE POMPAGE 1MOIS-3MOIS,01CRFP501 PPE EAU MER 01CRFP501  1MOIS,2019-05-13 14:11:27,3. ATTENTIVE FOLLOW UP,Looseness,"Nous relevons sur le palier moteur côté accouplement ainsi que sur le palier de la pompe côté accouplement des informations non synchrones pouvant traduirent des défauts de roulements, les amplitudes sont encore acceptables. Nous relevons également quelques harmoniques de la fréquence de rotation sur les paliers de la pompe ainsi que des informations à 5 ordres pouvant correspondre à la fréquence hydraulique (roue à 5 aubes). Les amplitudes sont en légère hausse sur le palier de la pompe, évolution à suivre attentivement.

Lubrification OK - Déséquilibre OK - Lignage OK

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Pompe,Administrator/44538
322,MAX11AP001,2019-06-20 22:00:00,TRANCHE 1 TV1-TG1 - 3 MOIS,TR 1,TRANCHE 1 TV1-TG1 - 3 MOIS,MAX11AP001 PPE REGUL1 TV2 22MAX11AP001,2019-06-21 10:45:18,3. ATTENTIVE FOLLOW UP,Structural problem / resonance,"Nous observons une hausse du pic à 9 fois la vitesse de rotation du groupe pouvant traduire soit une usure de la roue, soit une condition de fonctionnement non optimal (filtre bouché - circuit bridé - etc). Les amplitudes sont en hausses depuis la dernière mesure, si les niveaux augmentent encore lors de la prochaine campagne, une action sera recommandée.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Pompe,Administrator/44538
323,9TPFCMP001,2019-06-20 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP001 CMP GAZ COK 09TPFCMP001 1MOI,2019-06-21 10:55:38,3. ATTENTIVE FOLLOW UP,Other,"Présence d'information non synchrone visible sur le palier côté accouplé du moteur et du compresseur gaz provenant probablement de défauts de roulement. Nous observons également des informations synchrones à la vitesse de rotation sur le compresseur traduisant la présence d'un jeu rotatif. Les niveaux sont important mais restent admissibles.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",,Administrator/44538
324,2TTAFAN202,2019-07-29 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,2TTAFAN202 MOTEUR DU VIRAGE 02TTAFAN202,2019-07-31 06:43:42,3. ATTENTIVE FOLLOW UP,Bearing - Outer/Inner race,"Information non synchrone et sous synchrones visible sur le moteur et sur le corps du réducteur pouvant provenir des roulements. Les amplitudes et niveaux d'impacts sont encore acceptables, évolution à suivre de manière plus fréquente.

Il est necessaire de connaitre la cinématique interne du réducteur (pignonerie/rlmt) pour affiner le diagnostic, est-ce possible de nous communiquer les informations svp ?

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE CHAQUE MOIS (nous communiquer des informations sur le réducteur pour diagnostic svp)",,Administrator/44538
325,9TPFCMP002,2019-08-25 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP002 CMP GAZ COK 09TPFCMP002 1MOI,2019-08-26 11:59:15,3. ATTENTIVE FOLLOW UP,Gear problem,"Présence d'harmonqiues de la fréquence de rotation visible sur les paliers du compresseur traduisant du jeu (jeu interne rlmt ou rlmt /logement) ainsi que des informations à 25 et 50 fois la vitesse de rotation pouvant indiqué un défaut au niveau d'un engrenage (25 ou 50 dents) ou autre élément du compresseur. Les amplitudes sont en forte hausse mais peuvent être liées à une charge plus importante qu'habituellement au moment de la prise de mesure,  évolution à suivre avec attention.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE ATTENTIVEMENT.",Compresseur,Administrator/44538
326,9TPFCMP001,2019-08-25 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP001 CMP GAZ COK 09TPFCMP001 1MOI,2019-08-26 12:08:50,3. ATTENTIVE FOLLOW UP,Gear problem,"Présence d'harmoniques de la fréquence de rotation visible sur les paliers du compresseur traduisant du jeu (jeu interne rlmt ou rlmt /logement) ainsi que des informations à 8 et 49 fois la vitesse de rotation pouvant indiqué un défaut au niveau d'un engrenage ou autre élément du compresseur. Les amplitudes sont en hausse mais peuvent être liées à une charge plus importante qu'habituellement au moment de la prise de mesure,  évolution à suivre avec attention.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE ATTENTIVEMENT.",Compresseur,Administrator/44538
